# crs: EPSG:2193
# origin_xy_absolute_m: 1326498.166, 5157450.239
id,x_m,y_m,z_m,gravity_mgal
GV-00123,6133.41,8.79,-1367.41,-6.9714
GV-00124,6160.85,6.53,-1383.97,-7.174
GV-00125,6241.87,12.77,-1418.64,-7.0398
GV-00126,6266.02,22.8,-1435.88,-7.166
GV-00127,6337.57,44.29,-1447.81,-7.0358
GV-00128,6359.08,22.8,-1458.22,-6.86
GV-00129,41.94,75.76,-1512.47,-1.4746
GV-00130,89.27,71.51,-1515.19,-1.2906
GV-00131,133.84,76.9,-1513.9,-1.5534
GV-00132,156.75,61.33,-1514.01,-1.5062
GV-00133,209.3,61.06,-1516.5,-1.7044
GV-00134,280.8,84.52,-1515.21,-1.8742
GV-00135,311.35,85.28,-1510.17,-1.7931
GV-00136,384.22,93.05,-1513.27,-1.8716
GV-00137,432.5,69.91,-1514.02,-1.9939
GV-00138,492.81,81.31,-1515.53,-2.2429
GV-00139,541.98,62.0,-1515.25,-2.2987
GV-00140,557.82,79.85,-1507.2,-2.4166
GV-00141,617.03,85.44,-1510.58,-2.3947
GV-00142,692.67,60.05,-1512.54,-2.4815
GV-00143,712.62,85.51,-1505.82,-2.6017
GV-00144,782.76,65.24,-1507.42,-2.4794
GV-00145,811.5,94.96,-1507.12,-2.903
GV-00146,857.5,63.84,-1511.44,-2.8923
GV-00147,933.64,57.58,-1508.3,-3.1048
GV-00148,991.89,64.85,-1508.63,-3.2919
GV-00149,1041.92,92.88,-1511.21,-3.2154
GV-00150,1055.63,80.48,-1501.73,-3.4079
GV-00151,1131.09,93.8,-1510.87,-3.3303
GV-00152,1183.94,62.19,-1507.19,-3.3315
GV-00153,1218.24,66.44,-1503.41,-3.5333
GV-00154,1267.82,58.62,-1503.04,-3.5984
GV-00155,1305.38,90.16,-1509.44,-3.8322
GV-00156,1362.93,73.59,-1508.49,-3.7597
GV-00157,1438.36,58.45,-1502.7,-3.9854
GV-00158,1493.05,71.5,-1508.15,-4.023
GV-00159,1510.99,94.04,-1495.33,-3.857
GV-00160,1576.72,84.33,-1495.41,-4.0227
GV-00161,1626.11,74.59,-1498.89,-4.2838
GV-00162,1669.74,56.17,-1498.72,-4.2055
GV-00163,1734.51,69.88,-1501.4,-4.5039
GV-00164,1794.08,89.55,-1497.77,-4.3736
GV-00165,1839.21,78.6,-1502.55,-4.4764
GV-00166,1887.91,65.78,-1505.33,-4.6393
GV-00167,1912.74,57.87,-1502.68,-4.7874
GV-00168,1969.5,90.77,-1497.88,-4.7714
GV-00169,2034.42,84.29,-1485.24,-4.7942
GV-00170,2092.72,75.19,-1474.6,-4.8911
GV-00171,2110.56,65.0,-1464.63,-5.0876
GV-00172,2184.22,68.54,-1450.76,-5.1744
GV-00173,2244.35,82.14,-1436.33,-5.1867
GV-00174,2257.76,58.98,-1407.57,-5.3672
GV-00175,2312.41,55.34,-1373.05,-5.363
GV-00176,2394.69,68.32,-1355.99,-5.537
GV-00177,2434.65,92.87,-1335.88,-5.5381
GV-00178,2476.25,71.17,-1334.0,-5.6061
GV-00179,2530.34,66.38,-1327.22,-5.5721
GV-00180,2561.63,87.83,-1319.02,-5.5513
GV-00181,2633.53,74.58,-1307.34,-5.7424
GV-00182,2687.45,69.93,-1294.32,-5.6568
GV-00183,2707.53,77.13,-1290.03,-5.8998
GV-00184,2784.93,90.43,-1279.35,-6.2093
GV-00185,2813.85,78.19,-1265.12,-6.0619
GV-00186,2881.86,75.19,-1245.69,-6.1481
GV-00187,2906.07,91.14,-1223.68,-6.1422
GV-00188,2961.35,89.51,-1213.87,-6.2991
GV-00189,3013.54,72.86,-1216.61,-6.2798
GV-00190,3084.06,90.18,-1220.31,-6.3698
GV-00191,3139.53,71.65,-1227.91,-6.4219
GV-00192,3167.4,89.41,-1226.28,-6.6069
GV-00193,3211.6,66.86,-1214.53,-6.6104
GV-00194,3271.95,85.95,-1211.07,-6.5197
GV-00195,3305.08,72.46,-1211.23,-6.6485
GV-00196,3355.92,65.42,-1205.96,-6.8227
GV-00197,3434.21,67.04,-1197.54,-6.8036
GV-00198,3455.44,82.73,-1196.06,-6.8086
GV-00199,3523.64,72.18,-1186.54,-6.8086
GV-00200,3568.86,63.28,-1177.69,-6.9286
GV-00201,3621.16,85.87,-1162.24,-7.0537
GV-00202,3680.87,64.84,-1161.89,-6.9504
GV-00203,3726.78,55.07,-1163.59,-7.0319
GV-00204,3791.95,64.69,-1161.39,-7.0552
GV-00205,3830.72,56.13,-1161.74,-7.0963
GV-00206,3856.84,71.54,-1150.47,-7.204
GV-00207,3933.21,57.89,-1145.48,-7.2571
GV-00208,3957.39,56.31,-1121.17,-7.2861
GV-00209,4020.08,88.84,-1088.83,-7.2164
GV-00210,4057.9,60.8,-1066.41,-7.3025
GV-00211,4133.91,84.91,-1053.79,-7.2755
GV-00212,4167.14,93.1,-1032.57,-7.3278
GV-00213,4227.87,75.27,-1028.28,-7.334
GV-00214,4272.08,75.4,-1026.92,-7.4748
GV-00215,4335.7,75.44,-1030.4,-7.2132
GV-00216,4383.97,81.85,-1037.04,-7.5391
GV-00217,4439.73,79.14,-1046.23,-7.377
GV-00218,4473.83,80.89,-1061.46,-7.5451
GV-00219,4534.08,61.65,-1068.01,-7.506
GV-00220,4562.74,86.89,-1080.0,-7.439
GV-00221,4622.87,72.26,-1114.11,-7.684
GV-00222,4655.21,61.13,-1132.65,-7.4999
GV-00223,4729.72,57.13,-1155.05,-7.6688
GV-00224,4776.11,55.64,-1177.51,-7.5461
GV-00225,4812.08,60.03,-1209.2,-7.2773
GV-00226,4877.14,84.03,-1230.71,-7.4973
GV-00227,4913.42,89.72,-1253.05,-7.5142
GV-00228,4957.43,74.61,-1274.36,-7.6461
GV-00229,5015.44,74.71,-1292.95,-7.5115
GV-00230,5080.57,65.65,-1310.55,-7.7481
GV-00231,5120.84,73.23,-1311.97,-7.6046
GV-00232,5184.35,68.03,-1287.84,-7.3587
GV-00233,5220.1,91.11,-1285.05,-7.577
GV-00234,5259.72,89.53,-1283.19,-7.4738
GV-00235,5310.98,88.25,-1277.88,-7.5888
GV-00236,5374.38,77.93,-1262.7,-7.4391
GV-00237,5429.21,78.85,-1256.58,-7.4435
GV-00238,5473.48,77.72,-1262.45,-7.4562
GV-00239,5522.87,89.54,-1274.73,-7.5701
GV-00240,5573.15,55.63,-1285.93,-7.5007
GV-00241,5610.14,80.76,-1301.96,-7.413
GV-00242,5685.76,93.29,-1297.52,-7.3756
GV-00243,5706.4,61.68,-1293.97,-7.4754
GV-00244,5793.24,79.07,-1301.74,-7.3745
GV-00245,5840.29,57.37,-1307.4,-7.2652
GV-00246,5862.7,55.04,-1305.36,-7.3058
GV-00247,5905.49,89.36,-1310.01,-7.0356
GV-00248,5975.19,78.85,-1320.63,-7.2338
GV-00249,6025.71,59.04,-1332.18,-7.0628
GV-00250,6077.02,89.16,-1348.37,-7.2211
GV-00251,6139.13,85.79,-1369.8,-7.1604
GV-00252,6189.63,68.02,-1388.03,-6.8654
GV-00253,6214.18,80.29,-1417.82,-7.1866
GV-00254,6277.36,91.56,-1429.0,-6.9471
GV-00255,6307.24,91.0,-1437.25,-7.0346
GV-00256,6377.84,63.26,-1455.26,-6.9151
GV-00257,26.21,108.41,-1517.26,-1.307
GV-00258,82.35,124.28,-1511.57,-1.4119
GV-00259,112.1,109.66,-1517.77,-1.5044
GV-00260,167.31,122.62,-1513.76,-1.4371
GV-00261,225.78,117.29,-1514.06,-1.746
GV-00262,261.38,135.3,-1511.74,-1.8735
GV-00263,342.62,105.7,-1507.76,-1.8857
GV-00264,360.57,113.73,-1511.57,-2.0809
GV-00265,413.72,142.26,-1512.16,-2.072
GV-00266,463.7,144.32,-1513.21,-2.0703
GV-00267,527.4,138.51,-1511.91,-2.1162
GV-00268,555.57,136.64,-1509.51,-2.3573
GV-00269,635.33,110.43,-1509.3,-2.265
GV-00270,685.51,109.36,-1504.39,-2.6553
GV-00271,707.29,120.84,-1510.39,-2.6623
GV-00272,770.91,136.96,-1509.58,-2.8169
GV-00273,829.27,144.29,-1508.17,-2.9009
GV-00274,881.22,115.19,-1507.45,-2.8993
GV-00275,926.02,117.47,-1503.47,-3.0416
GV-00276,970.11,141.73,-1508.17,-3.2561
GV-00277,1030.9,123.34,-1504.58,-3.0956
GV-00278,1078.47,142.59,-1499.72,-3.188
GV-00279,1131.76,136.67,-1504.5,-3.4336
GV-00280,1190.3,124.12,-1498.95,-3.6747
GV-00281,1211.28,109.88,-1503.29,-3.6795
GV-00282,1264.41,135.31,-1505.4,-3.7493
GV-00283,1309.23,105.66,-1502.03,-3.8391
GV-00284,1382.29,124.21,-1502.59,-3.9504
GV-00285,1425.44,118.48,-1504.79,-4.1283
GV-00286,1478.05,113.7,-1502.42,-4.1612
GV-00287,1527.69,132.7,-1497.62,-4.2022
GV-00288,1590.73,141.98,-1489.26,-4.1448
GV-00289,1641.88,114.34,-1496.76,-4.2065
GV-00290,1690.25,139.83,-1492.77,-4.3335
GV-00291,1740.04,139.12,-1498.31,-4.4829
GV-00292,1758.56,127.66,-1499.15,-4.4943
GV-00293,1837.25,141.98,-1499.4,-4.6802
GV-00294,1868.86,128.7,-1498.16,-4.637
GV-00295,1913.11,144.16,-1503.38,-4.5899
GV-00296,1989.79,114.72,-1497.04,-4.9363
GV-00297,2023.81,136.57,-1481.1,-4.9367
GV-00298,2065.44,119.38,-1465.99,-5.0466
GV-00299,2137.04,132.24,-1443.15,-5.0745
GV-00300,2161.2,128.97,-1430.1,-5.3636
GV-00301,2230.79,116.84,-1429.16,-5.2773
GV-00302,2293.35,122.01,-1425.92,-5.4863
GV-00303,2310.22,133.47,-1377.48,-5.3415
GV-00304,2369.86,120.04,-1342.45,-5.5192
GV-00305,2411.76,111.39,-1336.95,-5.5471
GV-00306,2487.67,113.05,-1328.4,-5.4501
GV-00307,2532.59,108.14,-1324.28,-5.7196
GV-00308,2593.91,130.3,-1308.09,-5.8143
GV-00309,2631.08,130.22,-1290.32,-5.8208
GV-00310,2659.96,106.4,-1280.42,-6.0525
GV-00311,2725.6,108.47,-1272.81,-6.0056
GV-00312,2783.94,129.46,-1264.24,-6.1168
GV-00313,2839.53,119.52,-1246.87,-6.1676
GV-00314,2863.23,114.23,-1231.58,-6.209
GV-00315,2921.68,111.82,-1217.43,-6.2177
GV-00316,2988.11,107.26,-1207.38,-6.2599
GV-00317,3012.15,107.22,-1211.73,-6.2923
GV-00318,3072.56,106.08,-1223.59,-6.5327
GV-00319,3119.51,134.76,-1222.52,-6.5835
GV-00320,3181.77,131.23,-1221.63,-6.7097
GV-00321,3219.04,109.94,-1219.41,-6.5623
GV-00322,3257.56,131.91,-1204.45,-6.8528
GV-00323,3308.84,126.93,-1207.47,-6.7243
GV-00324,3384.94,119.44,-1196.47,-6.7978
GV-00325,3411.83,126.92,-1194.51,-6.9342
GV-00326,3484.04,142.37,-1182.06,-6.962
GV-00327,3522.57,110.7,-1179.28,-6.9844
GV-00328,3582.78,121.5,-1167.59,-7.0293
GV-00329,3638.85,130.98,-1154.88,-6.9937
GV-00330,3662.62,115.13,-1140.23,-7.2546
GV-00331,3717.88,136.54,-1147.05,-7.2436
GV-00332,3779.3,107.47,-1148.95,-7.2407
GV-00333,3821.87,115.87,-1148.85,-7.2435
GV-00334,3884.94,114.49,-1141.12,-7.2058
GV-00335,3933.86,117.71,-1136.48,-7.1871
GV-00336,3977.14,114.11,-1124.92,-7.3787
GV-00337,4023.8,143.47,-1088.91,-7.576
GV-00338,4091.21,110.92,-1066.77,-7.3624
GV-00339,4111.08,108.24,-1044.62,-7.2608
GV-00340,4180.79,142.62,-1021.35,-7.4849
GV-00341,4209.32,134.26,-1025.04,-7.7121
GV-00342,4267.75,113.61,-1021.92,-7.4416
GV-00343,4317.96,112.6,-1038.04,-7.395
GV-00344,4382.51,124.47,-1045.08,-7.6261
GV-00345,4412.94,140.59,-1055.64,-7.5252
GV-00346,4482.19,140.09,-1073.15,-7.5894
GV-00347,4521.89,117.15,-1080.69,-7.5868
GV-00348,4583.67,110.77,-1089.44,-7.5592
GV-00349,4608.16,108.64,-1123.69,-7.7224
GV-00350,4674.5,124.93,-1150.48,-7.5827
GV-00351,4707.95,116.01,-1163.03,-7.6681
GV-00352,4771.07,135.59,-1185.57,-7.6499
GV-00353,4811.86,107.25,-1222.47,-7.7214
GV-00354,4884.25,140.73,-1254.3,-7.6707
GV-00355,4931.89,118.17,-1280.62,-7.7597
GV-00356,4957.85,105.32,-1288.77,-7.6119
GV-00357,5013.58,123.0,-1286.89,-7.5767
GV-00358,5061.12,137.16,-1284.32,-7.7974
GV-00359,5132.99,113.09,-1285.5,-7.803
GV-00360,5178.46,137.2,-1276.8,-7.5832
GV-00361,5242.39,131.93,-1269.82,-7.7318
GV-00362,5267.34,143.66,-1273.03,-7.5411
GV-00363,5338.63,121.41,-1262.94,-7.6376
GV-00364,5376.6,126.02,-1252.26,-7.6928
GV-00365,5436.13,139.16,-1259.8,-7.716
GV-00366,5489.52,112.99,-1260.68,-7.5892
GV-00367,5533.13,126.03,-1270.07,-7.5077
GV-00368,5575.89,110.55,-1260.79,-7.4718
GV-00369,5619.09,126.69,-1266.31,-7.6761
GV-00370,5688.58,108.85,-1274.19,-7.5352
GV-00371,5712.45,132.64,-1266.57,-7.4713
GV-00372,5778.85,109.58,-1275.84,-7.4732
GV-00373,5812.23,141.02,-1286.69,-7.3363
GV-00374,5872.2,130.1,-1294.13,-7.225
GV-00375,5907.43,130.4,-1309.92,-7.1912
GV-00376,5965.6,131.03,-1321.0,-7.4889
GV-00377,6006.57,123.77,-1340.44,-7.3668
GV-00378,6081.43,141.73,-1363.21,-7.1628
GV-00379,6130.89,112.52,-1375.15,-7.239
GV-00380,6159.44,123.07,-1392.24,-7.3134
GV-00381,6241.29,124.2,-1415.78,-7.0854
GV-00382,6275.59,113.06,-1424.62,-7.2172
GV-00383,6333.01,130.69,-1440.72,-7.0594
GV-00384,6373.07,110.94,-1444.09,-6.9035
GV-00385,41.8,156.74,-1514.35,-1.2443
GV-00386,91.3,185.05,-1515.53,-1.4145
GV-00387,127.8,172.42,-1509.28,-1.4314
GV-00388,191.67,171.66,-1513.05,-1.5822
GV-00389,208.27,193.46,-1515.68,-1.5654
GV-00390,285.3,172.01,-1513.69,-1.7718
GV-00391,309.97,192.03,-1514.07,-1.8408
GV-00392,377.41,166.47,-1508.97,-2.1146
GV-00393,413.04,175.77,-1505.28,-2.1081
GV-00394,480.55,169.06,-1510.83,-2.1896
GV-00395,526.94,175.89,-1504.07,-2.4994
GV-00396,579.35,192.41,-1506.86,-2.5663
GV-00397,641.02,178.7,-1505.87,-2.4368
GV-00398,692.82,171.56,-1503.71,-2.5782
GV-00399,734.65,176.16,-1510.16,-2.7107
GV-00400,763.54,175.04,-1508.11,-2.7423
GV-00401,825.22,192.47,-1504.9,-2.9118
GV-00402,863.2,160.41,-1502.13,-3.1156
GV-00403,914.59,157.0,-1499.2,-3.0933
GV-00404,959.08,174.3,-1501.7,-3.1741
GV-00405,1013.66,182.09,-1503.24,-3.3732
GV-00406,1081.16,159.6,-1502.29,-3.4092
GV-00407,1134.79,161.62,-1497.82,-3.5858
GV-00408,1155.42,179.84,-1504.63,-3.4992
GV-00409,1238.26,170.49,-1499.14,-3.6678
GV-00410,1266.07,173.89,-1501.02,-3.9165
GV-00411,1340.71,193.35,-1500.59,-3.8033
GV-00412,1366.49,162.89,-1494.98,-4.0134
GV-00413,1439.48,184.42,-1493.19,-3.9419
GV-00414,1482.54,157.2,-1495.05,-4.1542
GV-00415,1530.95,188.52,-1491.73,-4.2733
GV-00416,1578.26,176.95,-1490.39,-4.2731
GV-00417,1610.35,167.23,-1498.15,-4.3635
GV-00418,1668.03,157.31,-1500.62,-4.2078
GV-00419,1738.91,156.53,-1496.03,-4.4498
GV-00420,1756.66,180.61,-1499.31,-4.6184
GV-00421,1820.52,194.48,-1492.21,-4.637
GV-00422,1857.73,168.45,-1501.18,-4.8104
GV-00423,1928.07,168.72,-1495.05,-4.9206
GV-00424,1955.18,185.81,-1479.68,-5.0152
GV-00425,2036.4,181.85,-1464.66,-4.9439
GV-00426,2080.02,155.92,-1446.15,-5.0777
GV-00427,2107.5,184.12,-1438.9,-5.1421
GV-00428,2157.15,190.14,-1407.14,-5.2751
GV-00429,2224.75,193.46,-1398.78,-5.4654
GV-00430,2278.0,173.62,-1405.13,-5.5693
GV-00431,2309.33,167.42,-1374.9,-5.4827
GV-00432,2376.36,175.16,-1342.5,-5.4584
GV-00433,2425.87,173.69,-1331.39,-5.5546
GV-00434,2466.11,189.93,-1322.0,-5.8456
GV-00435,2529.27,169.27,-1306.17,-5.859
GV-00436,2569.34,182.1,-1297.69,-5.9072
GV-00437,2643.17,177.85,-1290.56,-6.1199
GV-00438,2660.42,166.7,-1279.68,-6.1457
GV-00439,2729.82,176.31,-1262.34,-6.041
GV-00440,2779.87,173.44,-1246.59,-6.1216
GV-00441,2827.35,193.01,-1233.43,-6.2328
GV-00442,2884.93,160.46,-1213.21,-6.3844
GV-00443,2941.18,175.29,-1206.68,-6.2836
GV-00444,2990.11,187.8,-1214.47,-6.5682
GV-00445,3039.23,194.5,-1216.35,-6.4288
GV-00446,3077.74,192.5,-1224.93,-6.6846
GV-00447,3130.72,172.05,-1217.51,-6.782
GV-00448,3181.74,189.92,-1224.16,-6.6745
GV-00449,3219.7,160.16,-1207.58,-6.7267
GV-00450,3289.07,183.69,-1202.65,-6.8386
GV-00451,3343.31,186.73,-1191.63,-6.8433
GV-00452,3378.92,158.16,-1185.64,-6.7862
GV-00453,3413.22,186.55,-1174.28,-6.8885
GV-00454,3490.67,186.39,-1176.71,-6.9831
GV-00455,3537.66,164.62,-1167.86,-7.1926
GV-00456,3592.94,158.45,-1152.65,-7.0897
GV-00457,3621.04,156.05,-1146.86,-7.2502
GV-00458,3665.8,165.08,-1134.48,-7.2612
GV-00459,3711.31,176.93,-1122.84,-7.0789
GV-00460,3762.33,164.22,-1126.99,-7.2473
GV-00461,3814.29,186.49,-1132.93,-7.3308
GV-00462,3855.26,164.28,-1129.98,-7.3338
GV-00463,3908.21,191.78,-1126.5,-7.3139
GV-00464,3991.94,177.72,-1129.46,-7.6006
GV-00465,4019.96,168.89,-1100.11,-7.7308
GV-00466,4075.39,168.79,-1072.37,-7.4928
GV-00467,4139.06,177.23,-1054.01,-7.589
GV-00468,4185.02,159.06,-1032.46,-7.4264
GV-00469,4226.18,192.26,-1029.82,-7.5252
GV-00470,4283.08,155.28,-1035.55,-7.608
GV-00471,4327.65,183.18,-1036.31,-7.5475
GV-00472,4371.8,157.13,-1045.76,-7.6332
GV-00473,4441.0,179.65,-1062.14,-7.8276
GV-00474,4456.02,172.12,-1075.0,-7.8812
GV-00475,4529.3,165.75,-1077.57,-7.8009
GV-00476,4577.19,184.51,-1103.98,-7.8671
GV-00477,4633.49,189.35,-1138.18,-7.7321
GV-00478,4659.93,177.79,-1165.28,-7.8793
GV-00479,4741.12,156.77,-1185.3,-7.8747
GV-00480,4785.32,170.89,-1205.63,-7.8775
GV-00481,4831.43,156.41,-1245.93,-7.8085
GV-00482,4888.0,172.97,-1265.49,-7.9363
GV-00483,4905.25,167.98,-1282.2,-7.6947
GV-00484,4970.57,194.66,-1283.23,-7.786
GV-00485,5020.95,190.03,-1274.76,-7.9704
GV-00486,5061.03,191.34,-1268.38,-7.6621
GV-00487,5106.27,176.98,-1268.3,-7.9452
GV-00488,5160.93,159.63,-1259.99,-7.876
GV-00489,5231.68,179.21,-1262.1,-7.8611
GV-00490,5281.09,184.51,-1257.94,-7.8819
GV-00491,5306.33,172.38,-1253.35,-7.6431
GV-00492,5378.22,162.13,-1251.96,-7.7679
GV-00493,5422.6,171.23,-1250.92,-7.4799
GV-00494,5465.45,191.0,-1257.3,-7.6419
GV-00495,5522.8,156.2,-1244.93,-7.5539
GV-00496,5582.29,160.65,-1239.78,-7.7846
GV-00497,5642.39,156.18,-1245.68,-7.4575
GV-00498,5684.22,182.74,-1256.65,-7.4858
GV-00499,5714.9,178.21,-1258.33,-7.6584
GV-00500,5766.68,159.18,-1263.5,-7.4031
GV-00501,5825.82,159.97,-1281.33,-7.4602
GV-00502,5878.91,184.21,-1293.25,-7.5527
GV-00503,5927.03,172.95,-1308.98,-7.4972
GV-00504,5955.2,174.77,-1317.16,-7.4989
GV-00505,6034.3,161.33,-1332.18,-7.387
GV-00506,6089.82,164.35,-1353.73,-7.2938
GV-00507,6117.79,171.21,-1375.63,-7.3366
GV-00508,6168.76,171.16,-1394.34,-7.0025
GV-00509,6218.73,155.91,-1403.64,-7.1577
GV-00510,6266.93,158.58,-1423.07,-7.0451
GV-00511,6309.65,165.2,-1435.72,-7.0976
GV-00512,6389.08,164.54,-1437.26,-7.1152
GV-00513,20.54,238.26,-1509.43,-1.3363
GV-00514,80.59,231.06,-1510.11,-1.4089
GV-00515,141.39,219.05,-1513.35,-1.5212
GV-00516,185.95,225.69,-1510.81,-1.6375
GV-00517,231.43,213.84,-1517.22,-1.7041
GV-00518,292.28,234.3,-1511.39,-1.8769
GV-00519,339.34,227.43,-1508.04,-1.8443
